data,venda,estoque,preco,year,month,day,weekday,venda_7day_avg,category,store,region
2014-02-27,37,6412,1.09,2014,2,27,Thursday,44.285714285714285,Snacks,Store C,East
2014-02-28,83,6329,1.09,2014,2,28,Friday,48.57142857142857,Personal Care,Store B,South
2014-03-01,94,6237,1.09,2014,3,1,Saturday,51.714285714285715,Personal Care,Store C,East
2014-03-02,59,6178,1.09,2014,3,2,Sunday,53.0,Beverages,Store B,East
2014-03-03,49,6129,1.09,2014,3,3,Monday,57.857142857142854,Personal Care,Store B,North
2014-03-05,65,6012,1.09,2014,3,5,Wednesday,65.42857142857143,Personal Care,Store B,East
2014-03-06,55,5957,1.09,2014,3,6,Thursday,63.142857142857146,Snacks,Store C,East
2014-03-07,77,5880,1.09,2014,3,7,Friday,68.85714285714286,Beverages,Store C,North
2014-03-08,122,5755,1.09,2014,3,8,Saturday,74.42857142857143,Snacks,Store A,East
2014-03-09,83,5672,1.09,2014,3,9,Sunday,72.85714285714286,Snacks,Store C,North
2014-03-10,75,5597,1.09,2014,3,10,Monday,75.14285714285714,Snacks,Store C,North
2014-03-11,48,5549,1.09,2014,3,11,Tuesday,75.0,Snacks,Store C,North
2014-03-12,45,5504,1.29,2014,3,12,Wednesday,72.14285714285714,Snacks,Store C,North
2014-03-13,78,4659,1.29,2014,3,13,Thursday,75.42857142857143,Snacks,Store A,East
2014-03-14,122,4537,1.29,2014,3,14,Friday,81.85714285714286,Snacks,Store C,North
2014-03-16,116,4274,1.29,2014,3,16,Sunday,81.0,Beverages,Store B,North
2014-03-17,48,4228,1.29,2014,3,17,Monday,76.0,Personal Care,Store B,East
2014-03-18,29,4199,1.29,2014,3,18,Tuesday,69.42857142857143,Snacks,Store C,East
2014-03-19,91,4107,1.29,2014,3,19,Wednesday,75.57142857142857,Snacks,Store C,South
2014-03-20,59,4048,1.29,2014,3,20,Thursday,77.57142857142857,Snacks,Store B,East
2014-03-21,68,3980,1.29,2014,3,21,Friday,76.14285714285714,Snacks,Store B,East
2014-03-22,137,3843,1.28,2014,3,22,Saturday,78.28571428571429,Snacks,Store A,South
2014-03-23,56,3787,1.29,2014,3,23,Sunday,69.71428571428571,Snacks,Store B,East
2014-03-24,13,3774,1.29,2014,3,24,Monday,64.71428571428571,Personal Care,Store B,East
2014-03-25,45,3729,1.29,2014,3,25,Tuesday,67.0,Personal Care,Store C,East
2014-03-26,25,3704,1.29,2014,3,26,Wednesday,57.57142857142857,Snacks,Store B,East
2014-03-27,25,3679,1.29,2014,3,27,Thursday,52.714285714285715,Personal Care,Store A,South
2014-03-28,174,3505,1.19,2014,3,28,Friday,67.85714285714286,Beverages,Store B,East
2014-03-29,138,3367,1.09,2014,3,29,Saturday,68.0,Snacks,Store C,East
2014-03-30,64,3303,1.09,2014,3,30,Sunday,69.14285714285714,Beverages,Store C,South
2014-03-31,77,3226,1.09,2014,3,31,Monday,78.28571428571429,Beverages,Store B,North
2014-04-01,62,3164,1.09,2014,4,1,Tuesday,80.71428571428571,Snacks,Store C,South
2014-04-02,119,3045,1.09,2014,4,2,Wednesday,94.14285714285714,Personal Care,Store A,North
2014-04-03,89,2956,1.09,2014,4,3,Thursday,103.28571428571429,Beverages,Store A,South
2014-04-04,133,2823,1.09,2014,4,4,Friday,97.42857142857143,Snacks,Store B,South
2014-04-05,180,2643,1.09,2014,4,5,Saturday,103.42857142857143,Beverages,Store B,East
2014-04-06,121,2522,1.09,2014,4,6,Sunday,111.57142857142857,Beverages,Store B,North
2014-04-07,72,2450,1.09,2014,4,7,Monday,110.85714285714286,Beverages,Store C,East
2014-04-08,91,2359,1.09,2014,4,8,Tuesday,115.0,Beverages,Store A,North
2014-04-09,53,2306,1.09,2014,4,9,Wednesday,105.57142857142857,Personal Care,Store A,South
2014-04-10,47,2259,1.09,2014,4,10,Thursday,99.57142857142857,Beverages,Store C,South
2014-04-11,42,2217,1.09,2014,4,11,Friday,86.57142857142857,Beverages,Store A,North
2014-04-12,124,2092,1.09,2014,4,12,Saturday,78.57142857142857,Beverages,Store B,East
2014-04-13,97,1995,1.09,2014,4,13,Sunday,75.14285714285714,Personal Care,Store B,East
2014-04-14,119,1875,1.09,2014,4,14,Monday,81.85714285714286,Beverages,Store B,East
2014-04-15,34,1841,1.29,2014,4,15,Tuesday,73.71428571428571,Beverages,Store A,East
2014-04-16,18,1823,1.29,2014,4,16,Wednesday,68.71428571428571,Personal Care,Store B,South
2014-04-17,24,1799,1.29,2014,4,17,Thursday,65.42857142857143,Personal Care,Store C,South
2014-04-18,57,1742,1.29,2014,4,18,Friday,67.57142857142857,Personal Care,Store C,South
2014-04-19,61,1681,1.29,2014,4,19,Saturday,58.57142857142857,Beverages,Store A,South
2014-04-20,30,1651,1.29,2014,4,20,Sunday,49.0,Personal Care,Store C,South
2014-04-21,96,1554,1.29,2014,4,21,Monday,45.714285714285715,Personal Care,Store C,East
2014-04-22,0,1525,1.29,2014,4,22,Tuesday,40.857142857142854,Beverages,Store A,East
2014-04-23,37,1488,1.29,2014,4,23,Wednesday,43.57142857142857,Personal Care,Store B,East
2014-04-24,30,1458,1.29,2014,4,24,Thursday,44.42857142857143,Beverages,Store B,East
2014-04-25,38,1420,1.29,2014,4,25,Friday,41.714285714285715,Snacks,Store B,South
2014-04-26,88,1332,1.29,2014,4,26,Saturday,45.57142857142857,Personal Care,Store A,South
2014-04-27,64,1268,1.29,2014,4,27,Sunday,50.42857142857143,Snacks,Store C,South
2014-04-28,13,1255,1.29,2014,4,28,Monday,38.57142857142857,Beverages,Store B,North
2014-04-29,20,1255,1.29,2014,4,29,Tuesday,41.42857142857143,Personal Care,Store B,East
2014-04-30,31,1457,1.29,2014,4,30,Wednesday,40.57142857142857,Beverages,Store A,East
2014-05-01,129,1263,1.29,2014,5,1,Thursday,54.714285714285715,Snacks,Store B,South
2014-05-02,94,1169,1.29,2014,5,2,Friday,62.714285714285715,Beverages,Store A,East
2014-05-03,129,1904,1.29,2014,5,3,Saturday,68.57142857142857,Personal Care,Store C,East
2014-05-04,126,1778,1.29,2014,5,4,Sunday,77.42857142857143,Personal Care,Store A,South
2014-05-05,70,1708,1.29,2014,5,5,Monday,85.57142857142857,Snacks,Store A,North
2014-05-06,48,1708,1.29,2014,5,6,Tuesday,89.57142857142857,Beverages,Store A,North
2014-05-07,123,2044,1.29,2014,5,7,Wednesday,102.71428571428571,Personal Care,Store A,North
2014-05-08,87,1930,1.29,2014,5,8,Thursday,96.71428571428571,Snacks,Store C,South
2014-05-09,65,1961,1.29,2014,5,9,Friday,92.57142857142857,Personal Care,Store C,East
2014-05-10,102,1859,1.29,2014,5,10,Saturday,88.71428571428571,Personal Care,Store B,South
2014-05-11,78,1781,1.29,2014,5,11,Sunday,81.85714285714286,Beverages,Store C,South
2014-05-12,49,1828,1.29,2014,5,12,Monday,78.85714285714286,Personal Care,Store C,East
2014-05-13,0,1800,1.29,2014,5,13,Tuesday,72.0,Beverages,Store B,North
2014-05-14,68,1687,1.09,2014,5,14,Wednesday,64.14285714285714,Personal Care,Store C,North
2014-05-15,102,1969,1.09,2014,5,15,Thursday,66.28571428571429,Snacks,Store A,South
2014-05-16,88,1977,1.09,2014,5,16,Friday,69.57142857142857,Personal Care,Store A,North
2014-05-17,170,1807,1.09,2014,5,17,Saturday,79.28571428571429,Beverages,Store B,South
2014-05-18,152,1655,1.09,2014,5,18,Sunday,89.85714285714286,Beverages,Store B,South
2014-05-19,90,1661,1.09,2014,5,19,Monday,95.71428571428571,Snacks,Store B,East
2014-05-20,101,1751,1.09,2014,5,20,Tuesday,110.14285714285714,Personal Care,Store A,East
2014-05-21,71,1680,1.43,2014,5,21,Wednesday,110.57142857142857,Personal Care,Store C,East
2014-05-22,48,2016,1.49,2014,5,22,Thursday,102.85714285714286,Snacks,Store A,South
2014-05-23,40,1976,1.49,2014,5,23,Friday,96.0,Personal Care,Store B,East
2014-05-24,93,1883,1.49,2014,5,24,Saturday,85.0,Personal Care,Store C,North
2014-05-25,45,1838,1.49,2014,5,25,Sunday,69.71428571428571,Beverages,Store C,North
2014-05-26,58,1876,1.49,2014,5,26,Monday,65.14285714285714,Personal Care,Store A,South
2014-05-27,53,1919,1.49,2014,5,27,Tuesday,58.285714285714285,Personal Care,Store B,South
2014-05-28,42,3317,1.49,2014,5,28,Wednesday,54.142857142857146,Snacks,Store A,East
2014-05-29,52,3841,1.49,2014,5,29,Thursday,54.714285714285715,Snacks,Store C,South
2014-05-30,29,3811,1.99,2014,5,30,Friday,53.142857142857146,Beverages,Store A,South
2014-05-31,91,3720,1.99,2014,5,31,Saturday,52.857142857142854,Personal Care,Store A,North
2014-06-01,75,3645,1.99,2014,6,1,Sunday,57.142857142857146,Personal Care,Store B,North
2014-06-02,75,3570,1.99,2014,6,2,Monday,59.57142857142857,Personal Care,Store B,East
2014-06-03,179,3391,1.19,2014,6,3,Tuesday,77.57142857142857,Beverages,Store C,South
2014-06-04,252,3140,1.19,2014,6,4,Wednesday,107.57142857142857,Beverages,Store A,South
2014-06-05,202,2938,1.19,2014,6,5,Thursday,129.0,Snacks,Store A,North
2014-06-06,161,2777,1.19,2014,6,6,Friday,147.85714285714286,Beverages,Store A,South
2014-06-07,331,2446,1.19,2014,6,7,Saturday,182.14285714285714,Personal Care,Store C,North
2014-06-08,271,2175,1.19,2014,6,8,Sunday,210.14285714285714,Personal Care,Store C,East
2014-06-09,146,1949,1.19,2014,6,9,Monday,220.28571428571428,Beverages,Store B,North
2014-06-10,2,1946,1.19,2014,6,10,Tuesday,195.0,Personal Care,Store B,South
2014-06-11,2,2136,1.19,2014,6,11,Wednesday,159.28571428571428,Personal Care,Store B,East
2014-06-12,0,2136,0.0,2014,6,12,Thursday,130.42857142857142,Beverages,Store A,North
2014-06-13,0,2328,1.49,2014,6,13,Friday,107.42857142857143,Beverages,Store A,North
2014-06-14,0,2328,1.49,2014,6,14,Saturday,60.142857142857146,Personal Care,Store B,East
2014-06-15,13,2315,1.49,2014,6,15,Sunday,23.285714285714285,Personal Care,Store A,East
2014-06-16,30,2285,1.49,2014,6,16,Monday,6.714285714285714,Personal Care,Store B,North
2014-06-17,34,2251,1.49,2014,6,17,Tuesday,11.285714285714286,Snacks,Store C,South
2014-06-18,8,2243,1.49,2014,6,18,Wednesday,12.142857142857142,Snacks,Store B,North
2014-06-19,67,2176,1.29,2014,6,19,Thursday,21.714285714285715,Snacks,Store C,East
2014-06-20,41,2135,1.29,2014,6,20,Friday,27.571428571428573,Beverages,Store A,North
2014-06-21,89,2046,1.29,2014,6,21,Saturday,40.285714285714285,Snacks,Store B,East
2014-06-22,49,1997,1.29,2014,6,22,Sunday,45.42857142857143,Beverages,Store A,East
2014-06-23,62,2031,1.29,2014,6,23,Monday,50.0,Beverages,Store C,South
2014-06-24,81,2046,1.29,2014,6,24,Tuesday,56.714285714285715,Snacks,Store C,East
2014-06-25,42,2004,1.29,2014,6,25,Wednesday,61.57142857142857,Snacks,Store C,East
2014-06-26,63,2037,1.29,2014,6,26,Thursday,61.0,Snacks,Store A,South
2014-06-27,107,1930,1.18,2014,6,27,Friday,70.42857142857143,Personal Care,Store A,East
2014-06-28,83,1847,1.19,2014,6,28,Saturday,69.57142857142857,Snacks,Store A,South
2014-06-29,102,1745,1.19,2014,6,29,Sunday,77.14285714285714,Personal Care,Store A,South
2014-06-30,62,1779,1.29,2014,6,30,Monday,77.14285714285714,Beverages,Store C,East
2014-07-01,29,1750,1.29,2014,7,1,Tuesday,69.71428571428571,Personal Care,Store C,East
2014-07-02,63,1687,1.29,2014,7,2,Wednesday,72.71428571428571,Snacks,Store B,North
2014-07-03,97,1590,1.29,2014,7,3,Thursday,77.57142857142857,Beverages,Store B,South
2014-07-04,136,1454,1.29,2014,7,4,Friday,81.71428571428571,Beverages,Store A,North
2014-07-05,335,1119,1.29,2014,7,5,Saturday,117.71428571428571,Beverages,Store C,East
2014-07-06,299,820,1.29,2014,7,6,Sunday,145.85714285714286,Personal Care,Store C,North
2014-07-07,5,814,1.29,2014,7,7,Monday,137.71428571428572,Snacks,Store C,South
2014-07-08,2,812,1.29,2014,7,8,Tuesday,133.85714285714286,Beverages,Store B,North
2014-07-09,9,803,1.29,2014,7,9,Wednesday,126.14285714285714,Beverages,Store B,South
2014-07-10,9,794,1.29,2014,7,10,Thursday,113.57142857142857,Beverages,Store C,East
2014-07-11,0,794,1.29,2014,7,11,Friday,94.14285714285714,Personal Care,Store C,East
2014-07-12,0,794,1.29,2014,7,12,Saturday,46.285714285714285,Personal Care,Store C,South
2014-07-13,0,794,1.29,2014,7,13,Sunday,3.5714285714285716,Snacks,Store B,East
2014-07-14,0,794,1.29,2014,7,14,Monday,2.857142857142857,Personal Care,Store C,East
2014-07-15,0,794,0.0,2014,7,15,Tuesday,2.5714285714285716,Beverages,Store C,East
2014-07-16,0,794,0.0,2014,7,16,Wednesday,1.2857142857142858,Snacks,Store A,East
2014-07-17,0,794,0.0,2014,7,17,Thursday,0.0,Beverages,Store A,South
2014-07-18,0,794,0.0,2014,7,18,Friday,0.0,Beverages,Store B,North
2014-07-19,0,794,1.49,2014,7,19,Saturday,0.0,Personal Care,Store C,North
2014-07-20,0,794,1.49,2014,7,20,Sunday,0.0,Snacks,Store C,East
2014-07-21,0,794,1.49,2014,7,21,Monday,0.0,Personal Care,Store A,North
2014-07-22,2,792,1.49,2014,7,22,Tuesday,0.2857142857142857,Personal Care,Store B,North
2014-07-23,0,792,1.49,2014,7,23,Wednesday,0.2857142857142857,Snacks,Store A,East
2014-07-24,0,888,1.49,2014,7,24,Thursday,0.2857142857142857,Beverages,Store A,East
2014-07-25,15,873,1.49,2014,7,25,Friday,2.4285714285714284,Beverages,Store A,North
2014-07-26,9,864,1.49,2014,7,26,Saturday,3.7142857142857144,Snacks,Store A,South
2014-07-27,13,851,1.49,2014,7,27,Sunday,5.571428571428571,Beverages,Store C,East
2014-07-28,15,1220,1.22,2014,7,28,Monday,7.714285714285714,Snacks,Store C,South
2014-07-29,26,1207,2.98,2014,7,29,Tuesday,11.142857142857142,Snacks,Store A,North
2014-07-30,16,1191,1.55,2014,7,30,Wednesday,13.428571428571429,Personal Care,Store B,East
2014-07-31,51,1140,1.55,2014,7,31,Thursday,20.714285714285715,Snacks,Store B,South
2014-08-01,47,1093,1.55,2014,8,1,Friday,25.285714285714285,Personal Care,Store B,East
2014-08-02,56,1037,1.55,2014,8,2,Saturday,32.0,Beverages,Store B,North
2014-08-03,45,992,1.55,2014,8,3,Sunday,36.57142857142857,Beverages,Store A,South
2014-08-04,40,952,1.55,2014,8,4,Monday,40.142857142857146,Beverages,Store C,North
2014-08-05,17,935,1.55,2014,8,5,Tuesday,38.857142857142854,Beverages,Store B,North
2014-08-06,103,832,1.29,2014,8,6,Wednesday,51.285714285714285,Personal Care,Store A,East
2014-08-07,72,760,1.29,2014,8,7,Thursday,54.285714285714285,Beverages,Store B,South
2014-08-08,56,704,1.29,2014,8,8,Friday,55.57142857142857,Snacks,Store B,North
2014-08-09,0,704,1.29,2014,8,9,Saturday,47.57142857142857,Snacks,Store A,North
2014-08-10,1,703,1.29,2014,8,10,Sunday,41.285714285714285,Snacks,Store C,South
2014-08-11,0,703,1.29,2014,8,11,Monday,35.57142857142857,Personal Care,Store C,North
2014-08-12,0,703,1.29,2014,8,12,Tuesday,33.142857142857146,Beverages,Store A,North
2014-08-13,0,703,1.29,2014,8,13,Wednesday,18.428571428571427,Beverages,Store C,South
2014-08-14,0,703,1.29,2014,8,14,Thursday,8.142857142857142,Beverages,Store A,South
2014-08-15,0,703,1.55,2014,8,15,Friday,0.14285714285714285,Personal Care,Store A,South
2014-08-16,0,703,1.55,2014,8,16,Saturday,0.14285714285714285,Snacks,Store A,South
2014-08-17,0,703,1.55,2014,8,17,Sunday,0.0,Snacks,Store C,East
2014-08-18,0,2143,1.55,2014,8,18,Monday,0.0,Beverages,Store A,South
2014-08-19,0,2143,1.55,2014,8,19,Tuesday,0.0,Snacks,Store B,East
2014-08-20,68,2075,1.55,2014,8,20,Wednesday,9.714285714285714,Snacks,Store C,East
2014-08-21,169,1908,1.19,2014,8,21,Thursday,33.857142857142854,Personal Care,Store C,East
2014-08-22,213,1695,1.19,2014,8,22,Friday,64.28571428571429,Personal Care,Store C,North
2014-08-23,338,1356,1.19,2014,8,23,Saturday,112.57142857142857,Personal Care,Store C,East
2014-08-24,129,1227,1.19,2014,8,24,Sunday,131.0,Personal Care,Store B,East
2014-08-26,13,1271,1.19,2014,8,26,Tuesday,132.85714285714286,Beverages,Store C,North
2014-08-27,85,1186,1.19,2014,8,27,Wednesday,145.0,Personal Care,Store C,North
2014-08-28,0,1186,0.0,2014,8,28,Thursday,135.28571428571428,Snacks,Store A,North
2014-08-29,0,1186,1.29,2014,8,29,Friday,111.14285714285714,Beverages,Store C,South
2014-08-30,0,1186,1.29,2014,8,30,Saturday,80.71428571428571,Snacks,Store B,North
2014-08-31,0,1186,1.29,2014,8,31,Sunday,32.42857142857143,Snacks,Store B,North
2014-09-01,0,1474,1.29,2014,9,1,Monday,14.0,Snacks,Store B,East
2014-09-02,0,1474,1.29,2014,9,2,Tuesday,12.142857142857142,Personal Care,Store B,North
2014-09-03,0,1474,1.29,2014,9,3,Wednesday,0.0,Personal Care,Store C,South
2014-09-04,0,1474,1.29,2014,9,4,Thursday,0.0,Beverages,Store C,North
2014-09-05,0,2146,1.29,2014,9,5,Friday,0.0,Beverages,Store B,South
2014-09-06,0,2146,1.29,2014,9,6,Saturday,0.0,Personal Care,Store B,North
2014-09-07,0,2146,1.29,2014,9,7,Sunday,0.0,Snacks,Store C,North
2014-09-08,64,2082,1.29,2014,9,8,Monday,9.142857142857142,Beverages,Store B,North
2014-09-09,154,1928,1.29,2014,9,9,Tuesday,31.142857142857142,Personal Care,Store A,North
2014-09-10,143,1785,1.29,2014,9,10,Wednesday,51.57142857142857,Personal Care,Store B,South
2014-09-11,96,1689,1.29,2014,9,11,Thursday,65.28571428571429,Personal Care,Store B,South
2014-09-12,140,1549,1.29,2014,9,12,Friday,85.28571428571429,Snacks,Store A,East
2014-09-13,67,1484,1.29,2014,9,13,Saturday,94.85714285714286,Personal Care,Store A,South
2014-09-14,3,1481,1.29,2014,9,14,Sunday,95.28571428571429,Personal Care,Store C,North
2014-09-15,71,1410,1.29,2014,9,15,Monday,96.28571428571429,Personal Care,Store C,East
2014-09-16,58,1352,1.29,2014,9,16,Tuesday,82.57142857142857,Personal Care,Store A,East
2014-09-17,62,1962,1.29,2014,9,17,Wednesday,71.0,Beverages,Store A,East
2014-09-18,62,1996,1.29,2014,9,18,Thursday,66.14285714285714,Beverages,Store C,North
2014-09-19,62,2126,1.29,2014,9,19,Friday,55.0,Personal Care,Store B,South
2014-09-20,168,2532,1.29,2014,9,20,Saturday,69.42857142857143,Snacks,Store A,North
2014-09-21,99,2433,1.29,2014,9,21,Sunday,83.14285714285714,Beverages,Store C,East
2014-09-22,39,2394,1.29,2014,9,22,Monday,78.57142857142857,Personal Care,Store B,North
2014-09-23,64,2285,1.29,2014,9,23,Tuesday,79.42857142857143,Beverages,Store A,North
2014-09-24,117,2168,1.29,2014,9,24,Wednesday,87.28571428571429,Beverages,Store B,South
2014-09-25,104,2064,1.29,2014,9,25,Thursday,93.28571428571429,Snacks,Store C,South
2014-09-26,108,1956,1.29,2014,9,26,Friday,99.85714285714286,Personal Care,Store A,East
2014-09-27,234,1014,1.29,2014,9,27,Saturday,109.28571428571429,Personal Care,Store B,North
2014-09-28,97,917,1.29,2014,9,28,Sunday,109.0,Snacks,Store A,North
2014-09-29,85,832,1.29,2014,9,29,Monday,115.57142857142857,Snacks,Store B,South
2014-09-30,88,1896,1.29,2014,9,30,Tuesday,119.0,Personal Care,Store C,North
2014-10-01,190,1801,1.29,2014,10,1,Wednesday,129.42857142857142,Personal Care,Store C,North
2014-10-02,163,1637,1.29,2014,10,2,Thursday,137.85714285714286,Snacks,Store A,North
2014-10-03,90,1835,1.29,2014,10,3,Friday,135.28571428571428,Beverages,Store B,South
2014-10-04,105,1730,1.29,2014,10,4,Saturday,116.85714285714286,Beverages,Store A,East
2014-10-05,47,1683,1.29,2014,10,5,Sunday,109.71428571428571,Snacks,Store A,East
2014-10-06,66,2097,1.29,2014,10,6,Monday,107.0,Beverages,Store B,North
2014-10-07,84,2109,1.29,2014,10,7,Tuesday,106.42857142857143,Snacks,Store B,East
2014-10-08,80,2028,1.29,2014,10,8,Wednesday,90.71428571428571,Beverages,Store B,South
2014-10-09,97,1934,1.29,2014,10,9,Thursday,81.28571428571429,Beverages,Store C,South
2014-10-10,64,2254,1.29,2014,10,10,Friday,77.57142857142857,Personal Care,Store A,East
2014-10-11,128,2126,1.29,2014,10,11,Saturday,80.85714285714286,Personal Care,Store A,East
2014-10-12,85,2041,1.29,2014,10,12,Sunday,86.28571428571429,Beverages,Store C,North
2014-10-13,50,2087,1.29,2014,10,13,Monday,84.0,Beverages,Store B,East
2014-10-14,91,1996,1.29,2014,10,14,Tuesday,85.0,Personal Care,Store C,North
2014-10-15,93,1903,1.29,2014,10,15,Wednesday,86.85714285714286,Personal Care,Store C,North
2014-10-16,50,1852,1.29,2014,10,16,Thursday,80.14285714285714,Personal Care,Store C,South
2014-10-17,85,2246,1.29,2014,10,17,Friday,83.14285714285714,Snacks,Store A,South
2014-10-18,129,2117,1.29,2014,10,18,Saturday,83.28571428571429,Beverages,Store C,South
2014-10-19,119,1998,1.29,2014,10,19,Sunday,88.14285714285714,Personal Care,Store A,South
2014-10-20,45,2049,1.29,2014,10,20,Monday,87.42857142857143,Beverages,Store A,East
2014-10-21,78,2067,1.29,2014,10,21,Tuesday,85.57142857142857,Snacks,Store A,South
2014-10-22,90,1977,1.29,2014,10,22,Wednesday,85.14285714285714,Snacks,Store B,East
2014-10-23,78,1899,1.29,2014,10,23,Thursday,89.14285714285714,Personal Care,Store A,South
2014-10-24,62,1837,1.29,2014,10,24,Friday,85.85714285714286,Snacks,Store A,East
2014-10-25,97,1740,1.29,2014,10,25,Saturday,81.28571428571429,Beverages,Store B,North
2014-10-26,111,1629,1.29,2014,10,26,Sunday,80.14285714285714,Personal Care,Store A,East
2014-10-27,55,1574,1.29,2014,10,27,Monday,81.57142857142857,Beverages,Store C,East
2014-10-28,60,1510,1.29,2014,10,28,Tuesday,79.0,Beverages,Store C,South
2014-10-29,61,1449,1.29,2014,10,29,Wednesday,74.85714285714286,Snacks,Store A,East
2014-10-30,81,1368,1.49,2014,10,30,Thursday,75.28571428571429,Snacks,Store B,North
2014-10-31,131,1237,1.49,2014,10,31,Friday,85.14285714285714,Snacks,Store C,North
